disease_group,disease_id,disease,outcome,income,sex,age_group,rel_year,estimate,ci_low,ci_high,p_value,n
Other disorders of the nervous system and sensory organs,157,"Hypotension, Disorders of autonomic nervous system",80,Medium,Male,45-64,3,-272.7622985839844,-2815.3638,2269.8391,.83346266,533
Other disorders of the nervous system and sensory organs,157,"Hypotension, Disorders of autonomic nervous system",80,Medium,Male,45-64,4,-445.8343505859375,-3431.3582,2539.6895,.76975852,533
Other disorders of the nervous system and sensory organs,157,"Hypotension, Disorders of autonomic nervous system",80,Medium,Male,45-64,5,-528.5458374023438,-4124.2222,3067.1306,.77326262,533
Other disorders of the nervous system and sensory organs,157,"Hypotension, Disorders of autonomic nervous system",80,Medium,Male,45-64,-1,1000.958679199219,57.185303,1944.7321,.03763935,533
Other disorders of the nervous system and sensory organs,157,"Hypotension, Disorders of autonomic nervous system",80,Medium,Male,45-64,-2,0,0,0,,533
Other disorders of the nervous system and sensory organs,157,"Hypotension, Disorders of autonomic nervous system",80,Medium,Male,45-64,-3,259.3959350585938,-457.13959,975.93146,.47798476,533
Other disorders of the nervous system and sensory organs,157,"Hypotension, Disorders of autonomic nervous system",80,Medium,Male,45-64,-4,99.14998626708984,-639.448,837.74792,.79246426,533
Other disorders of the nervous system and sensory organs,157,"Hypotension, Disorders of autonomic nervous system",80,Medium,Male,45-64,-5,0,0,0,,533
Other disorders of the nervous system and sensory organs,157,"Hypotension, Disorders of autonomic nervous system",80,High,Male,45-64,0,3210.058349609375,1768.9932,4651.1235,.000012653302,533
Other disorders of the nervous system and sensory organs,157,"Hypotension, Disorders of autonomic nervous system",80,High,Male,45-64,1,1183.900268554688,-832.65283,3200.4534,.24985632,533
Other disorders of the nervous system and sensory organs,157,"Hypotension, Disorders of autonomic nervous system",80,High,Male,45-64,2,18.03222465515137,-2046.2426,2082.3069,.98633981,533
Other disorders of the nervous system and sensory organs,157,"Hypotension, Disorders of autonomic nervous system",80,High,Male,45-64,3,-272.7622985839844,-2815.3638,2269.8391,.83346266,533
Other disorders of the nervous system and sensory organs,157,"Hypotension, Disorders of autonomic nervous system",80,High,Male,45-64,4,-445.8343505859375,-3431.3582,2539.6895,.76975852,533
Other disorders of the nervous system and sensory organs,157,"Hypotension, Disorders of autonomic nervous system",80,High,Male,45-64,5,-528.5458374023438,-4124.2222,3067.1306,.77326262,533
Other disorders of the nervous system and sensory organs,157,"Hypotension, Disorders of autonomic nervous system",80,High,Male,45-64,-1,1000.958679199219,57.185303,1944.7321,.03763935,533
Other disorders of the nervous system and sensory organs,157,"Hypotension, Disorders of autonomic nervous system",80,High,Male,45-64,-2,0,0,0,,533
Other disorders of the nervous system and sensory organs,157,"Hypotension, Disorders of autonomic nervous system",80,High,Male,45-64,-3,259.3959350585938,-457.13959,975.93146,.47798476,533
Other disorders of the nervous system and sensory organs,157,"Hypotension, Disorders of autonomic nervous system",80,High,Male,45-64,-4,99.14998626708984,-639.448,837.74792,.79246426,533
Other disorders of the nervous system and sensory organs,157,"Hypotension, Disorders of autonomic nervous system",80,High,Male,45-64,-5,0,0,0,,533
Other disorders of the nervous system and sensory organs,157,"Hypotension, Disorders of autonomic nervous system",80,Low,Male,65-75,0,4130.0107421875,2624.9417,5635.0801,7.5162504e-08,877
Other disorders of the nervous system and sensory organs,157,"Hypotension, Disorders of autonomic nervous system",80,Low,Male,65-75,1,1274.178100585938,-588.56036,3136.9165,.18001515,877
Other disorders of the nervous system and sensory organs,157,"Hypotension, Disorders of autonomic nervous system",80,Low,Male,65-75,2,771.7306518554688,-1595.9094,3139.3706,.52291358,877
Other disorders of the nervous system and sensory organs,157,"Hypotension, Disorders of autonomic nervous system",80,Low,Male,65-75,3,1586.958862304688,-1297.2644,4471.1821,.2808409,877
Other disorders of the nervous system and sensory organs,157,"Hypotension, Disorders of autonomic nervous system",80,Low,Male,65-75,4,100.9044952392578,-3176.2532,3378.062,.95187777,877
Other disorders of the nervous system and sensory organs,157,"Hypotension, Disorders of autonomic nervous system",80,Low,Male,65-75,5,1572.376220703125,-3014.6765,6159.4287,.5016728,877
Other disorders of the nervous system and sensory organs,157,"Hypotension, Disorders of autonomic nervous system",80,Low,Male,65-75,-1,1934.317504882813,728.83148,3139.8035,.0016608268,877
Other disorders of the nervous system and sensory organs,157,"Hypotension, Disorders of autonomic nervous system",80,Low,Male,65-75,-2,0,0,0,,877
Other disorders of the nervous system and sensory organs,157,"Hypotension, Disorders of autonomic nervous system",80,Low,Male,65-75,-3,281.8042602539063,-394.1554,957.76392,.41386306,877
Other disorders of the nervous system and sensory organs,157,"Hypotension, Disorders of autonomic nervous system",80,Low,Male,65-75,-4,138.6913909912109,-617.45801,894.84076,.71922165,877
Other disorders of the nervous system and sensory organs,157,"Hypotension, Disorders of autonomic nervous system",80,Low,Male,65-75,-5,0,0,0,,877
Other disorders of the nervous system and sensory organs,157,"Hypotension, Disorders of autonomic nervous system",80,Medium,Male,65-75,0,4130.0107421875,2624.9417,5635.0801,7.5162504e-08,877
Other disorders of the nervous system and sensory organs,157,"Hypotension, Disorders of autonomic nervous system",80,Medium,Male,65-75,1,1274.178100585938,-588.56036,3136.9165,.18001515,877
Other disorders of the nervous system and sensory organs,157,"Hypotension, Disorders of autonomic nervous system",80,Medium,Male,65-75,2,771.7306518554688,-1595.9094,3139.3706,.52291358,877
Other disorders of the nervous system and sensory organs,157,"Hypotension, Disorders of autonomic nervous system",80,Medium,Male,65-75,3,1586.958862304688,-1297.2644,4471.1821,.2808409,877
Other disorders of the nervous system and sensory organs,157,"Hypotension, Disorders of autonomic nervous system",80,Medium,Male,65-75,4,100.9044952392578,-3176.2532,3378.062,.95187777,877
Other disorders of the nervous system and sensory organs,157,"Hypotension, Disorders of autonomic nervous system",80,Medium,Male,65-75,5,1572.376220703125,-3014.6765,6159.4287,.5016728,877
Other disorders of the nervous system and sensory organs,157,"Hypotension, Disorders of autonomic nervous system",80,Medium,Male,65-75,-1,1934.317504882813,728.83148,3139.8035,.0016608268,877
Other disorders of the nervous system and sensory organs,157,"Hypotension, Disorders of autonomic nervous system",80,Medium,Male,65-75,-2,0,0,0,,877
Other disorders of the nervous system and sensory organs,157,"Hypotension, Disorders of autonomic nervous system",80,Medium,Male,65-75,-3,281.8042602539063,-394.1554,957.76392,.41386306,877
Other disorders of the nervous system and sensory organs,157,"Hypotension, Disorders of autonomic nervous system",80,Medium,Male,65-75,-4,138.6913909912109,-617.45801,894.84076,.71922165,877
Other disorders of the nervous system and sensory organs,157,"Hypotension, Disorders of autonomic nervous system",80,Medium,Male,65-75,-5,0,0,0,,877
Other disorders of the nervous system and sensory organs,157,"Hypotension, Disorders of autonomic nervous system",80,High,Male,65-75,0,4130.0107421875,2624.9417,5635.0801,7.5162504e-08,877
Other disorders of the nervous system and sensory organs,157,"Hypotension, Disorders of autonomic nervous system",80,High,Male,65-75,1,1274.178100585938,-588.56036,3136.9165,.18001515,877
Other disorders of the nervous system and sensory organs,157,"Hypotension, Disorders of autonomic nervous system",80,High,Male,65-75,2,771.7306518554688,-1595.9094,3139.3706,.52291358,877
Other disorders of the nervous system and sensory organs,157,"Hypotension, Disorders of autonomic nervous system",80,High,Male,65-75,3,1586.958862304688,-1297.2644,4471.1821,.2808409,877
Other disorders of the nervous system and sensory organs,157,"Hypotension, Disorders of autonomic nervous system",80,High,Male,65-75,4,100.9044952392578,-3176.2532,3378.062,.95187777,877
Other disorders of the nervous system and sensory organs,157,"Hypotension, Disorders of autonomic nervous system",80,High,Male,65-75,5,1572.376220703125,-3014.6765,6159.4287,.5016728,877
Other disorders of the nervous system and sensory organs,157,"Hypotension, Disorders of autonomic nervous system",80,High,Male,65-75,-1,1934.317504882813,728.83148,3139.8035,.0016608268,877
Other disorders of the nervous system and sensory organs,157,"Hypotension, Disorders of autonomic nervous system",80,High,Male,65-75,-2,0,0,0,,877
Other disorders of the nervous system and sensory organs,157,"Hypotension, Disorders of autonomic nervous system",80,High,Male,65-75,-3,281.8042602539063,-394.1554,957.76392,.41386306,877
Other disorders of the nervous system and sensory organs,157,"Hypotension, Disorders of autonomic nervous system",80,High,Male,65-75,-4,138.6913909912109,-617.45801,894.84076,.71922165,877
Other disorders of the nervous system and sensory organs,157,"Hypotension, Disorders of autonomic nervous system",80,High,Male,65-75,-5,0,0,0,,877
Other disorders of the nervous system and sensory organs,157,"Hypotension, Disorders of autonomic nervous system",80,Low,Male,76+,0,4878.337890625,1415.4146,8341.2607,.005760374,120
Other disorders of the nervous system and sensory organs,157,"Hypotension, Disorders of autonomic nervous system",80,Low,Male,76+,1,1097.057373046875,-3115.551,5309.666,.60975176,120
Other disorders of the nervous system and sensory organs,157,"Hypotension, Disorders of autonomic nervous system",80,Low,Male,76+,2,218.9385986328125,-5417.8867,5855.7642,.93931735,120
Other disorders of the nervous system and sensory organs,157,"Hypotension, Disorders of autonomic nervous system",80,Low,Male,76+,3,-1071.730102539063,-7061.7964,4918.3359,.72582912,120
Other disorders of the nervous system and sensory organs,157,"Hypotension, Disorders of autonomic nervous system",80,Low,Male,76+,4,-2075.882568359375,-9631.7305,5479.9658,.59024054,120
Other disorders of the nervous system and sensory organs,157,"Hypotension, Disorders of autonomic nervous system",80,Low,Male,76+,5,-3865.91650390625,-12443.388,4711.5547,.37702909,120
Other disorders of the nervous system and sensory organs,157,"Hypotension, Disorders of autonomic nervous system",80,Low,Male,76+,-1,750.9242553710938,-845.29572,2347.1443,.35649696,120
Other disorders of the nervous system and sensory organs,157,"Hypotension, Disorders of autonomic nervous system",80,Low,Male,76+,-2,0,0,0,,120
Other disorders of the nervous system and sensory organs,157,"Hypotension, Disorders of autonomic nervous system",80,Low,Male,76+,-3,-438.2266845703125,-2077.0823,1200.6288,.60020894,120
Other disorders of the nervous system and sensory organs,157,"Hypotension, Disorders of autonomic nervous system",80,Low,Male,76+,-4,-143.8399963378906,-1620.5983,1332.9183,.84859693,120
Other disorders of the nervous system and sensory organs,157,"Hypotension, Disorders of autonomic nervous system",80,Low,Male,76+,-5,0,0,0,,120
Other disorders of the nervous system and sensory organs,157,"Hypotension, Disorders of autonomic nervous system",80,Medium,Male,76+,0,4878.337890625,1415.4146,8341.2607,.005760374,120
Other disorders of the nervous system and sensory organs,157,"Hypotension, Disorders of autonomic nervous system",80,Medium,Male,76+,1,1097.057373046875,-3115.551,5309.666,.60975176,120
Other disorders of the nervous system and sensory organs,157,"Hypotension, Disorders of autonomic nervous system",80,Medium,Male,76+,2,218.9385986328125,-5417.8867,5855.7642,.93931735,120
Other disorders of the nervous system and sensory organs,157,"Hypotension, Disorders of autonomic nervous system",80,Medium,Male,76+,3,-1071.730102539063,-7061.7964,4918.3359,.72582912,120
Other disorders of the nervous system and sensory organs,157,"Hypotension, Disorders of autonomic nervous system",80,Medium,Male,76+,4,-2075.882568359375,-9631.7305,5479.9658,.59024054,120
Other disorders of the nervous system and sensory organs,157,"Hypotension, Disorders of autonomic nervous system",80,Medium,Male,76+,5,-3865.91650390625,-12443.388,4711.5547,.37702909,120
Other disorders of the nervous system and sensory organs,157,"Hypotension, Disorders of autonomic nervous system",80,Medium,Male,76+,-1,750.9242553710938,-845.29572,2347.1443,.35649696,120
Other disorders of the nervous system and sensory organs,157,"Hypotension, Disorders of autonomic nervous system",80,Medium,Male,76+,-2,0,0,0,,120
Other disorders of the nervous system and sensory organs,157,"Hypotension, Disorders of autonomic nervous system",80,Medium,Male,76+,-3,-438.2266845703125,-2077.0823,1200.6288,.60020894,120
Other disorders of the nervous system and sensory organs,157,"Hypotension, Disorders of autonomic nervous system",80,Medium,Male,76+,-4,-143.8399963378906,-1620.5983,1332.9183,.84859693,120
Other disorders of the nervous system and sensory organs,157,"Hypotension, Disorders of autonomic nervous system",80,Medium,Male,76+,-5,0,0,0,,120
Other disorders of the nervous system and sensory organs,157,"Hypotension, Disorders of autonomic nervous system",80,High,Male,76+,0,4878.337890625,1415.4146,8341.2607,.005760374,120
Other disorders of the nervous system and sensory organs,157,"Hypotension, Disorders of autonomic nervous system",80,High,Male,76+,1,1097.057373046875,-3115.551,5309.666,.60975176,120
Other disorders of the nervous system and sensory organs,157,"Hypotension, Disorders of autonomic nervous system",80,High,Male,76+,2,218.9385986328125,-5417.8867,5855.7642,.93931735,120
Other disorders of the nervous system and sensory organs,157,"Hypotension, Disorders of autonomic nervous system",80,High,Male,76+,3,-1071.730102539063,-7061.7964,4918.3359,.72582912,120
Other disorders of the nervous system and sensory organs,157,"Hypotension, Disorders of autonomic nervous system",80,High,Male,76+,4,-2075.882568359375,-9631.7305,5479.9658,.59024054,120
Other disorders of the nervous system and sensory organs,157,"Hypotension, Disorders of autonomic nervous system",80,High,Male,76+,5,-3865.91650390625,-12443.388,4711.5547,.37702909,120
Other disorders of the nervous system and sensory organs,157,"Hypotension, Disorders of autonomic nervous system",80,High,Male,76+,-1,750.9242553710938,-845.29572,2347.1443,.35649696,120
Other disorders of the nervous system and sensory organs,157,"Hypotension, Disorders of autonomic nervous system",80,High,Male,76+,-2,0,0,0,,120
Other disorders of the nervous system and sensory organs,157,"Hypotension, Disorders of autonomic nervous system",80,High,Male,76+,-3,-438.2266845703125,-2077.0823,1200.6288,.60020894,120
Other disorders of the nervous system and sensory organs,157,"Hypotension, Disorders of autonomic nervous system",80,High,Male,76+,-4,-143.8399963378906,-1620.5983,1332.9183,.84859693,120
Other disorders of the nervous system and sensory organs,157,"Hypotension, Disorders of autonomic nervous system",80,High,Male,76+,-5,0,0,0,,120
Other disorders of the nervous system and sensory organs,157,"Hypotension, Disorders of autonomic nervous system",81,Medium,Female,25-44,0,.0308404974639416,-.071541972,.13322297,.55491751,84
Other disorders of the nervous system and sensory organs,157,"Hypotension, Disorders of autonomic nervous system",81,Medium,Female,25-44,1,.0234125647693872,-.12001668,.1668418,.7490145,84
Other disorders of the nervous system and sensory organs,157,"Hypotension, Disorders of autonomic nervous system",81,Medium,Female,25-44,2,-.0076244757510722,-.20364158,.18839262,.93922967,84
Other disorders of the nervous system and sensory organs,157,"Hypotension, Disorders of autonomic nervous system",81,Medium,Female,25-44,3,-.0532885380089283,-.30917302,.20259593,.68314552,84
Other disorders of the nervous system and sensory organs,157,"Hypotension, Disorders of autonomic nervous system",81,Medium,Female,25-44,4,-.050465002655983,-.37072381,.26979381,.75743687,84
Other disorders of the nervous system and sensory organs,157,"Hypotension, Disorders of autonomic nervous system",81,Medium,Female,25-44,5,-.1482666730880737,-.53746301,.24092968,.45526055,84
Other disorders of the nervous system and sensory organs,157,"Hypotension, Disorders of autonomic nervous system",81,Medium,Female,25-44,-1,.0145310163497925,-.053417444,.082479477,.67510444,84
Other disorders of the nervous system and sensory organs,157,"Hypotension, Disorders of autonomic nervous system",81,Medium,Female,25-44,-2,0,0,0,,84
Other disorders of the nervous system and sensory organs,157,"Hypotension, Disorders of autonomic nervous system",81,Medium,Female,25-44,-3,.0148204229772091,-.016316628,.045957476,.35086706,84
Other disorders of the nervous system and sensory organs,157,"Hypotension, Disorders of autonomic nervous system",81,Medium,Female,25-44,-4,.0261176396161318,-.013393001,.065628283,.19510821,84
Other disorders of the nervous system and sensory organs,157,"Hypotension, Disorders of autonomic nervous system",81,Medium,Female,25-44,-5,0,0,0,,84
Other disorders of the nervous system and sensory organs,157,"Hypotension, Disorders of autonomic nervous system",81,High,Female,25-44,0,-.0082264663651586,-.039992072,.023539137,.61174154,142
Other disorders of the nervous system and sensory organs,157,"Hypotension, Disorders of autonomic nervous system",81,High,Female,25-44,1,.0012901817681268,-.0521966,.054776963,.96229154,142
Other disorders of the nervous system and sensory organs,157,"Hypotension, Disorders of autonomic nervous system",81,High,Female,25-44,2,-.0211263820528984,-.089783378,.047530614,.54643565,142
Other disorders of the nervous system and sensory organs,157,"Hypotension, Disorders of autonomic nervous system",81,High,Female,25-44,3,-.0318144597113132,-.1231046,.059475686,.49457103,142
Other disorders of the nervous system and sensory organs,157,"Hypotension, Disorders of autonomic nervous system",81,High,Female,25-44,4,-.0539852827787399,-.173169,.065198429,.37464902,142
Other disorders of the nervous system and sensory organs,157,"Hypotension, Disorders of autonomic nervous system",81,High,Female,25-44,5,-.0723330676555634,-.21424221,.069576062,.31777561,142
Other disorders of the nervous system and sensory organs,157,"Hypotension, Disorders of autonomic nervous system",81,High,Female,25-44,-1,-.007097159512341,-.021452611,.0072582928,.33254522,142
Other disorders of the nervous system and sensory organs,157,"Hypotension, Disorders of autonomic nervous system",81,High,Female,25-44,-2,0,0,0,,142
Other disorders of the nervous system and sensory organs,157,"Hypotension, Disorders of autonomic nervous system",81,High,Female,25-44,-3,.0065129273571074,-.0056915064,.018717362,.29557994,142
Other disorders of the nervous system and sensory organs,157,"Hypotension, Disorders of autonomic nervous system",81,High,Female,25-44,-4,-.0174579340964556,-.038099457,.0031835868,.097377039,142
Other disorders of the nervous system and sensory organs,157,"Hypotension, Disorders of autonomic nervous system",81,High,Female,25-44,-5,0,0,0,,142
Other disorders of the nervous system and sensory organs,157,"Hypotension, Disorders of autonomic nervous system",81,Low,Female,45-64,0,-.0029476513154805,-.087899968,.082004666,.94577962,94
Other disorders of the nervous system and sensory organs,157,"Hypotension, Disorders of autonomic nervous system",81,Low,Female,45-64,1,.0366712957620621,-.1016677,.17501029,.60336864,94
Other disorders of the nervous system and sensory organs,157,"Hypotension, Disorders of autonomic nervous system",81,Low,Female,45-64,2,.0801815912127495,-.12688857,.28725174,.44788241,94
Other disorders of the nervous system and sensory organs,157,"Hypotension, Disorders of autonomic nervous system",81,Low,Female,45-64,3,.1120027080178261,-.17903115,.40303656,.45067224,94
Other disorders of the nervous system and sensory organs,157,"Hypotension, Disorders of autonomic nervous system",81,Low,Female,45-64,4,.0975423231720924,-.267131,.46221566,.60009903,94
Other disorders of the nervous system and sensory organs,157,"Hypotension, Disorders of autonomic nervous system",81,Low,Female,45-64,5,.119099460542202,-.3264893,.56468821,.60036218,94
Other disorders of the nervous system and sensory organs,157,"Hypotension, Disorders of autonomic nervous system",81,Low,Female,45-64,-1,-.0036753322929144,-.037984803,.030634139,.83369809,94
Other disorders of the nervous system and sensory organs,157,"Hypotension, Disorders of autonomic nervous system",81,Low,Female,45-64,-2,0,0,0,,94
Other disorders of the nervous system and sensory organs,157,"Hypotension, Disorders of autonomic nervous system",81,Low,Female,45-64,-3,-.0061149611137807,-.046494454,.034264535,.76660615,94
Other disorders of the nervous system and sensory organs,157,"Hypotension, Disorders of autonomic nervous system",81,Low,Female,45-64,-4,-.0049706688150764,-.044629112,.034687772,.8059451,94
Other disorders of the nervous system and sensory organs,157,"Hypotension, Disorders of autonomic nervous system",81,Low,Female,45-64,-5,0,0,0,,94
Other disorders of the nervous system and sensory organs,157,"Hypotension, Disorders of autonomic nervous system",81,Medium,Female,45-64,0,.0189336203038692,-.027041918,.06490916,.41957077,131
Other disorders of the nervous system and sensory organs,157,"Hypotension, Disorders of autonomic nervous system",81,Medium,Female,45-64,1,.0779683291912079,-.0071271714,.16306382,.072519928,131
Other disorders of the nervous system and sensory organs,157,"Hypotension, Disorders of autonomic nervous system",81,Medium,Female,45-64,2,.1293479204177856,.012980975,.24571486,.029358268,131
Other disorders of the nervous system and sensory organs,157,"Hypotension, Disorders of autonomic nervous system",81,Medium,Female,45-64,3,.1820844709873199,.023953209,.34021574,.024014672,131
Other disorders of the nervous system and sensory organs,157,"Hypotension, Disorders of autonomic nervous system",81,Medium,Female,45-64,4,.1936482191085815,-.0083013363,.39559779,.060185496,131
Other disorders of the nervous system and sensory organs,157,"Hypotension, Disorders of autonomic nervous system",81,Medium,Female,45-64,5,.2352936565876007,-.021838134,.49242544,.072886981,131
Other disorders of the nervous system and sensory organs,157,"Hypotension, Disorders of autonomic nervous system",81,Medium,Female,45-64,-1,-.0004951575538144,-.029077096,.028086782,.97291279,131
Other disorders of the nervous system and sensory organs,157,"Hypotension, Disorders of autonomic nervous system",81,Medium,Female,45-64,-2,0,0,0,,131
Other disorders of the nervous system and sensory organs,157,"Hypotension, Disorders of autonomic nervous system",81,Medium,Female,45-64,-3,.0017434087349102,-.011099655,.014586473,.79018968,131
Other disorders of the nervous system and sensory organs,157,"Hypotension, Disorders of autonomic nervous system",81,Medium,Female,45-64,-4,-.0176857281476259,-.033409797,-.0019616587,.027487786,131
Other disorders of the nervous system and sensory organs,157,"Hypotension, Disorders of autonomic nervous system",81,Medium,Female,45-64,-5,0,0,0,,131
Other disorders of the nervous system and sensory organs,157,"Hypotension, Disorders of autonomic nervous system",81,High,Female,45-64,0,.0364798381924629,-.079444803,.15240449,.53737712,97
Other disorders of the nervous system and sensory organs,157,"Hypotension, Disorders of autonomic nervous system",81,High,Female,45-64,1,.0705559775233269,-.09633632,.23744828,.40732142,97
Other disorders of the nervous system and sensory organs,157,"Hypotension, Disorders of autonomic nervous system",81,High,Female,45-64,2,.0906970947980881,-.13059646,.31199065,.42179826,97
Other disorders of the nervous system and sensory organs,157,"Hypotension, Disorders of autonomic nervous system",81,High,Female,45-64,3,.088724322617054,-.18602084,.36346948,.52676696,97
Other disorders of the nervous system and sensory organs,157,"Hypotension, Disorders of autonomic nervous system",81,High,Female,45-64,4,.0725829005241394,-.26943868,.41460449,.67744958,97
Other disorders of the nervous system and sensory organs,157,"Hypotension, Disorders of autonomic nervous system",81,High,Female,45-64,5,.0974205955862999,-.31610656,.51094776,.64426374,97
Other disorders of the nervous system and sensory organs,157,"Hypotension, Disorders of autonomic nervous system",81,High,Female,45-64,-1,.0293319039046764,-.036477312,.09514112,.38233945,97
Other disorders of the nervous system and sensory organs,157,"Hypotension, Disorders of autonomic nervous system",81,High,Female,45-64,-2,0,0,0,,97
Other disorders of the nervous system and sensory organs,157,"Hypotension, Disorders of autonomic nervous system",81,High,Female,45-64,-3,-.0007241885759868,-.023145366,.021696988,.94952232,97
Other disorders of the nervous system and sensory organs,157,"Hypotension, Disorders of autonomic nervous system",81,High,Female,45-64,-4,-.0178121142089367,-.052539043,.016914817,.31474188,97
Other disorders of the nervous system and sensory organs,157,"Hypotension, Disorders of autonomic nervous system",81,High,Female,45-64,-5,0,0,0,,97
Other disorders of the nervous system and sensory organs,157,"Hypotension, Disorders of autonomic nervous system",81,Medium,Male,25-44,0,.0084047801792622,-.023503251,.040312812,.60566127,83
Other disorders of the nervous system and sensory organs,157,"Hypotension, Disorders of autonomic nervous system",81,Medium,Male,25-44,1,.0427909418940544,-.044076357,.12965824,.33429518,83
Other disorders of the nervous system and sensory organs,157,"Hypotension, Disorders of autonomic nervous system",81,Medium,Male,25-44,2,.0811608284711838,-.045625601,.20794725,.20959832,83
Other disorders of the nervous system and sensory organs,157,"Hypotension, Disorders of autonomic nervous system",81,Medium,Male,25-44,3,.1126213744282722,-.059303619,.28454638,.19917004,83
Other disorders of the nervous system and sensory organs,157,"Hypotension, Disorders of autonomic nervous system",81,Medium,Male,25-44,4,.1261904090642929,-.087676197,.34005702,.24748345,83
Other disorders of the nervous system and sensory organs,157,"Hypotension, Disorders of autonomic nervous system",81,Medium,Male,25-44,5,.1258432120084763,-.13765876,.38934517,.34924418,83
Other disorders of the nervous system and sensory organs,157,"Hypotension, Disorders of autonomic nervous system",81,Medium,Male,25-44,-1,.0011121662100777,-.015298884,.017523216,.89432949,83
Other disorders of the nervous system and sensory organs,157,"Hypotension, Disorders of autonomic nervous system",81,Medium,Male,25-44,-2,0,0,0,,83
Other disorders of the nervous system and sensory organs,157,"Hypotension, Disorders of autonomic nervous system",81,Medium,Male,25-44,-3,-.0025042076595128,-.011056376,.0060479604,.56602299,83
Other disorders of the nervous system and sensory organs,157,"Hypotension, Disorders of autonomic nervous system",81,Medium,Male,25-44,-4,.0061774272471666,-.0076868101,.020041665,.3824949,83
Other disorders of the nervous system and sensory organs,157,"Hypotension, Disorders of autonomic nervous system",81,Medium,Male,25-44,-5,0,0,0,,83
Other disorders of the nervous system and sensory organs,157,"Hypotension, Disorders of autonomic nervous system",81,High,Male,25-44,0,-.0119617162272334,-.030914303,.0069908695,.21607503,59
Other disorders of the nervous system and sensory organs,157,"Hypotension, Disorders of autonomic nervous system",81,High,Male,25-44,1,.0128504941239953,-.02043579,.046136778,.44924334,59
Other disorders of the nervous system and sensory organs,157,"Hypotension, Disorders of autonomic nervous system",81,High,Male,25-44,2,-.0005907106096856,-.022460563,.021279143,.95777959,59
Other disorders of the nervous system and sensory organs,157,"Hypotension, Disorders of autonomic nervous system",81,High,Male,25-44,3,-.0676887258887291,-.15127046,.015893007,.11244304,59
Other disorders of the nervous system and sensory organs,157,"Hypotension, Disorders of autonomic nervous system",81,High,Male,25-44,4,-.1218913346529007,-.25798595,.014203281,.079182714,59
Other disorders of the nervous system and sensory organs,157,"Hypotension, Disorders of autonomic nervous system",81,High,Male,25-44,5,-.1829748898744583,-.37558019,.009630424,.062603317,59
Other disorders of the nervous system and sensory organs,157,"Hypotension, Disorders of autonomic nervous system",81,High,Male,25-44,-1,-.0049726995639503,-.015299175,.0053537763,.34525388,59
Other disorders of the nervous system and sensory organs,157,"Hypotension, Disorders of autonomic nervous system",81,High,Male,25-44,-2,0,0,0,,59
Other disorders of the nervous system and sensory organs,157,"Hypotension, Disorders of autonomic nervous system",81,High,Male,25-44,-3,-.0004401447949931,-.0076524285,.0067721386,.90478963,59
Other disorders of the nervous system and sensory organs,157,"Hypotension, Disorders of autonomic nervous system",81,High,Male,25-44,-4,.0044828411191702,-.0074454024,.016411085,.46136439,59
Other disorders of the nervous system and sensory organs,157,"Hypotension, Disorders of autonomic nervous system",81,High,Male,25-44,-5,0,0,0,,59
Other disorders of the nervous system and sensory organs,157,"Hypotension, Disorders of autonomic nervous system",81,Low,Male,45-64,0,.05417250841856,-.024788309,.13313332,.17872415,81
Other disorders of the nervous system and sensory organs,157,"Hypotension, Disorders of autonomic nervous system",81,Low,Male,45-64,1,.175758570432663,.033689767,.31782737,.015317309,81
Other disorders of the nervous system and sensory organs,157,"Hypotension, Disorders of autonomic nervous system",81,Low,Male,45-64,2,.2670186460018158,.076783687,.45725361,.0059394417,81
Other disorders of the nervous system and sensory organs,157,"Hypotension, Disorders of autonomic nervous system",81,Low,Male,45-64,3,.3746339678764343,.13483869,.61442924,.0021977334,81
Other disorders of the nervous system and sensory organs,157,"Hypotension, Disorders of autonomic nervous system",81,Low,Male,45-64,4,.3955795764923096,.10645036,.68470877,.0073265675,81
Other disorders of the nervous system and sensory organs,157,"Hypotension, Disorders of autonomic nervous system",81,Low,Male,45-64,5,.5166797041893005,.17043921,.86292017,.0034465196,81
Other disorders of the nervous system and sensory organs,157,"Hypotension, Disorders of autonomic nervous system",81,Low,Male,45-64,-1,.0128794703632593,-.034452088,.060211029,.593799,81
Other disorders of the nervous system and sensory organs,157,"Hypotension, Disorders of autonomic nervous system",81,Low,Male,45-64,-2,0,0,0,,81
Other disorders of the nervous system and sensory organs,157,"Hypotension, Disorders of autonomic nervous system",81,Low,Male,45-64,-3,.026493476703763,-.010888563,.063875519,.16480379,81
Other disorders of the nervous system and sensory organs,157,"Hypotension, Disorders of autonomic nervous system",81,Low,Male,45-64,-4,.0262535624206066,-.0028030789,.055310205,.076574035,81
Other disorders of the nervous system and sensory organs,157,"Hypotension, Disorders of autonomic nervous system",81,Low,Male,45-64,-5,0,0,0,,81
Other disorders of the nervous system and sensory organs,157,"Hypotension, Disorders of autonomic nervous system",81,Medium,Male,45-64,0,.0133088063448668,-.021446612,.048064224,.45293075,176
Other disorders of the nervous system and sensory organs,157,"Hypotension, Disorders of autonomic nervous system",81,Medium,Male,45-64,1,.0535076297819614,-.015402228,.12241749,.12803034,176
Other disorders of the nervous system and sensory organs,157,"Hypotension, Disorders of autonomic nervous system",81,Medium,Male,45-64,2,.0966734439134598,-.0021900411,.19553693,.05529109,176
